export,problem1,problem2,sectors,growth_level,rdpercentage,workersincrease,workers,school,major,years,experience,debtratio,turnover,gaintorevenue,gainincrease,capital,IES,profit,investment,patent,patent_global,technique,development,marketing,brands,howmarket,goods
0,4,7,manufature,matured,0.02173913,1.022222222,46,3,business,5,1,0.693641094,3.952531975,0.035441269,1.003515131,4159.263,0.018300119,342.677,516,2,0,3,4,4,0,direct,3
7,7,5,manufature,matured,0.173913043,1.15,46,1,,4,0,0.71136421,2.837127323,0.087650603,1.095042023,10999.899,0.015417208,1921.06,1962,43,0,3,4,3,8,both,3
13,2,8,manufature,matured,0.184210526,0.88372093,38,3,engineer,2,0,0.688109487,2.221899078,0.011107354,1.026922207,3147.886,0.035597491,158.345,149,21,0,2,3,3,0,direct,3
10,8,7,manufature,founded,0.078947368,1,38,1,,0,0,0.779383843,3.150749584,0.092695392,1.96198225,3602,0.021499692,916,2,17,0,3,4,4,1,both,3
0,3,6,manufature,highgrow,0.03125,1.032258065,32,3,humanities,7.5,0,0.880712022,7.988978909,0.018326487,1.022376459,434.349,0.020104294,10.962,248,0,0,2,4,4,0,both,2
0,2,1,manufature,highgrow,0.695652174,1.045454545,46,4,humanities,10,1,0.353475513,2.919568316,0.157971823,1.759410601,4911,0,1817,39,0,0,3,4,4,0,direct,3
0,3,2,manufature,matured,0.166666667,1.034482759,30,3,business,9,0,0.739189703,3.407567044,0.066547105,1.081429452,1502.489,0.023222246,261.405,386,13,0,4,5,4,2,both,2
0,2,3,manufature,matured,0.083333333,1,36,3,other,0,0,0.59186223,2.635534662,0.016522224,0.873185321,6965.34,0.017167468,24.274,207,0,0,3,4,4,2,direct,2
41,4,8,manufature,matured,0.071428571,0.933333333,42,3,engineer,8,0,0.61159133,1.517243213,0.057934872,0.770578056,11980.279,0.041064539,785.051,251,19,0,4,4,4,0,direct,1
0,3,8,manufature,highgrow,0,0.891891892,33,3,engineer,20,0,0.618890552,1.11873951,0.069092889,1.117579146,7084.769,0.046598724,98.624,300,1,0,3,4,3,0,direct,3
0,4,3,manufature,highgrow,0.029411765,0.708333333,34,2,engineer,10,0,0.824253105,8.963675664,-0.006438052,0.874948129,445.982,0.01131318,-96.617,1,0,0,3,4,3,0,direct,3
0,2,5,manufature,highgrow,0.111111111,0.9375,45,1,,5,1,0.680745584,1.529520873,0.097859131,0.832140623,9504.309,0.044281163,437.917,436,17,0,1,3,2,1,both,2
30,6,8,manufature,matured,0,0.9375,30,3,business,0,0,0.730992686,5.678569086,0.033697528,0.950533779,2348.206,0.015504202,305.923,700,0,0,3,2,4,0,both,3
85,4,2,manufature,matured,0.294117647,0.971428571,34,3,engineer,13,0,0.46457192,1.955209944,0.057462872,0.847210797,5909.66,0.012106839,576.134,629,3,0,4,4,4,1,direct,3
18,3,2,manufature,matured,0,0.959183673,47,3,business,19,0,0.546483183,6.007875333,0.007377286,0.926832638,6659.655,0.004393435,4558.149,54,2,0,4,4,4,0,direct,3
3,4,5,manufature,highgrow,0.323529412,2.428571429,34,1,,24,1,0.849689286,8.410500287,0.043651508,1.825501762,1142.445,0.012492645,364.384,123,0,0,3,4,3,0,direct,1
0,1,2,manufature,matured,0.066666667,0.865384615,45,3,business,0,0,0.665870606,2.516327604,0.021779188,0.995237657,3582.522,0.020073215,83.152,371,12,0,3,4,4,0,direct,3
0,2,1,manufature,matured,0.078947368,1.027027027,38,3,business,0,1,0.591817387,2.024548938,0.075966597,1.07111233,4020.622,0.019429122,545.874,175,2,0,3,4,4,0,both,3
0,4,3,manufature,matured,0.03125,0.864864865,32,3,engineer,20,2,0.680321689,3.698899371,0.018490967,0.761080556,1272,0.008289054,166,1041,0,0,3,3,2,0,both,2
10,3,5,manufature,highgrow,0.09375,1.066666667,32,4,business,10,3,0.834655823,5.838854002,0.061430625,1.832636476,2379.724,0.006831447,680.78,740,29,0,3,4,4,1,direct,3
0,4,3,manufature,highgrow,0,1,30,1,,20,0,0.794627113,3.349218938,0.072351536,1.13632814,1172.634,0.031680182,250.832,364,0,0,2,3,3,0,direct,2
0,4,3,manufature,highgrow,0.0625,1,32,3,business,30,0,0.710278873,3.659652998,0.030325218,1.171082173,2091.345,0.017722778,285.048,70,0,0,2,4,2,0,direct,2
0,9,3,manufature,matured,0.131578947,0.95,38,1,,10,1,0.413857795,1.191329695,0.046502845,1.117710468,3111.54,0.002185671,324.216,470,34,1,2,4,4,2,both,2
10,2,4,food/clothes,growing,0.066666667,1.097560976,45,3,business,4,1,0.409088634,2.910818706,0.08206359,1.099661943,779.132,0.003421209,190.444,164,0,0,3,4,4,1,direct,3
0,5,8,food/clothes,growing,0.571428571,1.235294118,42,4,naturalschience,2,0,0.612862547,3.376221498,0.058851905,1.303104003,1842,0.01575816,216,703,3,0,2,3,4,0,both,3
0,3,2,food/clothes,growing,0.526315789,1,38,3,business,0,0,0.176604566,1.521447361,0.163411593,1.104786683,11053.714,5.95E-07,2185.373,39,4,0,3,4,4,1,both,3
3,3,5,food/clothes,growing,0.446808511,0.959183673,47,1,,5,1,0.66773781,4.756043731,0.076439561,1.354566991,3862.639,0.015446457,1143.736,370,3,0,3,3,4,2,direct,3
22.68,2,5,food/clothes,highgrow,0.045454545,0.977777778,44,4,business,3,0,0.045545471,0.582663733,0.184974199,1.176348321,25196.878,0.002658687,2555.385,1696,49,0,3,3,3,2,direct,3
0,6,4,food/clothes,highgrow,0.717948718,1.083333333,39,3,humanities,20,0,0.662541579,2.147792976,0.040296627,1.142077971,6192.933,0.024521586,176.834,76,0,0,4,3,4,1,direct,1
0,2,1,food/clothes,highgrow,0,1,49,3,humanities,4,0,0.218199185,1.705962578,-0.211763463,0.5796524,2020.049,0.019366083,124.14,0,0,0,3,3,3,0,indirect,2
0,2,1,food/clothes,highgrow,0.666666667,1.25,45,3,business,3,0,0.621356687,6.308541521,0.043482041,1.399788256,2465.088,0.00661329,585.117,47,0,0,2,3,4,0,both,2
0,5,2,food/clothes,highgrow,0.142857143,1,35,3,engineer,0,0,0.733593586,6.872025757,0.012167878,0.639332193,7216.499,0.008668702,303.387,340,20,0,3,3,4,0,both,3
0,7,8,food/clothes,highgrow,0.682926829,1.051282051,41,3,engineer,13,0,2.120060771,-1.662209936,-0.098294244,0.91470022,-3973.69,0.052969619,-1563.587,544,0,0,3,4,3,1,both,3
20,3,4,food/clothes,highgrow,0.818181818,0.956521739,44,3,engineer,6,0,0.985304057,76.91171408,-0.004841259,1.126445524,271.323,0.027956408,-1045.861,745,10,0,3,3,2,2,both,3
0,3,2,food/clothes,highgrow,0,0.977272727,43,1,,8,1,0.702460929,3.215852546,0.052567468,1.007351585,13490.603,0.021794984,1205.734,40,0,0,3,3,2,1,both,2
10,3,5,food/clothes,highgrow,0.12244898,1.065217391,49,3,business,0,0,0.66833565,3.052420663,0.046423453,1.314219402,3439.884,0.018716905,315.545,411,2,0,3,3,3,10,indirect,2
0,2,5,food/clothes,matured,0.175,0.909090909,40,3,business,3,0,0.362954389,3.273694036,0.101574777,1.109954624,6582.226,0.001945546,1803.024,403,4,0,2,3,4,0,other,3
0,2,4,food/clothes,matured,0.723404255,1.236842105,47,3,engineer,0,0,0.780084128,7.470136372,0.03928025,0.982629843,2451.678,0.02458889,453.623,188,68,0,2,4,4,5,indirect,3
10,2,4,food/clothes,matured,0.837209302,1,43,5,engineer,4,0,0.282987154,0.939326119,0.150202469,1.805648037,23149.846,0.01389448,3561.554,514,60,1,3,3,3,0,both,3
50,2,7,food/clothes,matured,0.5,0.904761905,38,3,engineer,8,0,0.62857254,3.007474917,0.034866294,0.770003722,2416.214,0.013491125,217.924,1629,19,0,3,4,4,0,both,2
8,2,3,food/clothes,matured,0.244897959,1,49,3,engineer,6,0,0.712021265,4.165427181,0.024337691,1.005552327,5429.67,0.01383793,172.017,288,4,0,3,3,3,0,both,3
10,2,4,food/clothes,matured,0.045454545,1.023255814,44,1,,6,1,0.529196055,2.815515808,0.017377361,1.187471013,2943.656,0.007844921,114.785,307,80,0,3,3,1,1,indirect,1
5,3,4,food/clothes,matured,0.125,0.952380952,40,2,engineer,25,1,0.682570948,2.631629013,0.034649491,1.040088911,3572.138,0.01378112,49.726,338,31,0,1,3,4,1,direct,3
0,3,4,food/clothes,matured,0.0625,0.533333333,32,1,,6,0,0.739872537,3.603998971,0.058067194,0.75405551,6654.311,0.038198359,-3466.509,390,11,0,2,4,3,0,both,3
0,2,3,food/clothes,matured,0.658536585,1.078947368,41,4,other,8,0,0.675051644,1.005592776,0.127861177,0.720063182,3439.437,0.055835576,240.945,70,4,0,3,4,4,0,both,3
0,3,2,food/clothes,ebb,0.622222222,1.046511628,45,3,business,5,0,0.671723747,4.213383621,-0.027977902,0.83421973,7521.477,0.009593647,-568,5028,0,0,3,3,4,0,both,2
0,5,7,food/clothes,growing,0.243243243,1.057142857,37,3,engineer,0,0,0.742352141,12.16886544,-0.009106678,0.897625535,379,0.014960971,-151,756,0,0,2,3,4,0,both,3
0,2,5,food/clothes,growing,0.243243243,1,37,1,,3,0,0.757080128,6.075109438,0.02054706,0.940054364,2344.246,0.021280056,72.17,855,1,0,3,3,3,0,both,3
0,4,3,food/clothes,highgrow,0,1.066666667,32,5,naturalschience,17,0,0.905597647,16.09993523,-0.136626948,1.195781346,382.868,0.032558422,-771.774,168,0,0,1,3,3,1,other,3
0,7,8,food/clothes,highgrow,0.744186047,1.102564103,43,3,engineer,0,2,0.883014299,11.18316969,0.105428263,1.213808779,545.385,0.022026245,510.678,511,1,0,3,3,3,0,direct,1
0,2,4,food/clothes,highgrow,0.566666667,1.034482759,30,3,engineer,2,0,0.704701501,5.115858366,0.040835608,1.232397646,2927.54,0.013695175,394.647,154,4,0,3,4,3,0,both,2
0,3,4,food/clothes,highgrow,0.305555556,1.028571429,36,3,naturalschience,6,0,0.628278587,4.457607743,0.014803312,0.903946164,5825.828,0.007461977,716.482,216,0,0,3,4,3,0,both,3
0,2,3,food/clothes,highgrow,0.128205128,1.083333333,39,3,business,0,0,0.903953884,9.789074515,0.014459753,0.916595206,1524.088,0.036701181,-441.507,64,0,0,2,4,3,0,both,3
0,4,2,food/clothes,matured,0.421052632,2.375,38,3,engineer,13,0,0.565966452,2.526944724,0.066199682,0.946850819,5552.497,0.011470507,616.125,523,4,0,3,4,3,1,both,3
0,4,2,food/clothes,matured,0.204545455,1.023255814,44,3,business,3,0,0.25616285,1.09653798,0.020116987,0.812249342,11578.79,0.00154262,305.943,774,4,0,3,4,4,0,both,3
0,8,2,food/clothes,highgrow,0.021276596,0.959183673,47,3,naturalschience,3,0,0.638869438,7.191279243,-0.013306895,0.891489918,7012.235,0.003236345,-568.934,59,0,0,3,3,4,0,both,3
10,3,2,food/clothes,matured,0,1.121212121,37,3,engineer,12,0,0.854839024,3.800414042,0.063054455,1.422126904,1681.471,0.041122416,148.697,192,1,0,3,4,3,1,both,2
0,3,7,food/clothes,matured,0.055555556,1.090909091,36,1,,18,0,0.760654344,1.272640346,-0.13743627,0.718354052,2674.142,0.080102938,-684.177,106,3,0,3,4,3,0,both,2
0,2,5,food/clothes,matured,0.333333333,1.028571429,36,3,naturalschience,21,0,0.743906855,1.916345473,0.082731501,1.172087665,7316.711,0.044769882,257.2,1275,0,0,2,3,2,0,both,2
5,4,5,food/clothes,matured,0.111111111,1.028571429,36,1,,3,0,0.033199084,0.443881574,0.029500874,0.912817488,15773.705,0.051130754,583.261,438,0,0,3,4,3,3,both,2
0,8,3,food/clothes,founded,0.06122449,4.454545455,49,3,business,20,2,0.972810936,12.71136393,0.05575273,0.97955294,730.522,0.045771824,110.606,3140,0,0,3,4,4,0,direct,3
10,5,3,food/clothes,matured,0.255813953,1,43,3,engineer,3,0,0.590156281,2.170086413,0.042137994,0.937702544,8370.31,0.009958162,636.212,961,1,0,4,4,3,0,both,3
0,1,3,food/clothes,founded,0.02173913,1.277777778,46,3,business,4,1,0.718255575,0.697989775,-0.853646751,4.285876431,10733.226,0.118483406,-7349.267,40,0,0,3,4,3,1,both,1
0,7,1,food/clothes,growing,0,2.333333333,35,3,humanities,10,2,0.772042996,7.007825132,0.027402824,1.033760731,1640.739,0.003961902,287.371,3000,2,0,3,4,4,2,direct,3
0,2,6,food/clothes,growing,0.170731707,1.051282051,41,3,engineer,12,0,0.482030076,5.643409714,0.035867833,1.10058332,6209.67,0.002908881,850.162,1752,3,0,3,3,3,0,both,3
0,5,6,food/clothes,highgrow,0.104166667,1.021276596,48,3,engineer,0,0,0.793058491,5.121123452,0.036308501,1.257890584,4111.97,0.021740623,317.256,136,0,0,2,3,4,0,both,3
0,2,5,food/clothes,matured,0.275,1,40,3,engineer,3,0,0.317547665,0.733120842,-0.077101687,1.003794325,6852.667,0.009948778,-342.66,242,4,0,3,4,3,0,both,3
1,3,8,food/clothes,matured,0.09375,0.96969697,32,3,engineer,25,0,0.607619618,1.854612492,0.068715562,1.362258603,4009.134,0.025103458,408.11,32,0,0,3,3,3,1,direct,2
0,2,3,software,growing,0.145833333,1.043478261,48,3,engineer,8,0,0.241972342,1.862248382,0.049267705,1.04060606,14273.444,0,1079.196,163,0,0,3,4,4,2,other,3
0,2,5,software,growing,0.531914894,1,47,3,engineer,12,0,0.120275465,2.716377446,0.074495104,0.879752163,1647.644,0,332.449,96,0,0,3,4,3,0,both,3
0,4,3,software,growing,0,1,40,3,engineer,6,0,0.569763045,2.215567899,0.113605508,7.142514281,565.497,0.00685212,236.974,67,0,0,3,4,4,1,both,1
0,3,5,software,growing,0,1,45,4,other,8,0,0.772815349,6.296872443,0.004570636,1.454264442,751.545,0.004991143,-113.463,545,0,0,3,3,4,0,both,3
5,2,6,software,highgrow,0,1,34,3,engineer,17,0,0.507885475,4.30312531,0.071813493,1.495561611,1682.169,0.002667234,502.166,1548,0,0,5,3,4,0,both,2
0,4,9,software,highgrow,0,1.03125,33,4,business,10,0,0.602912372,4.755776134,-0.003930583,1.112889907,445.194,0.007062486,52.612,324,0,0,3,4,2,0,direct,1
0,6,5,software,highgrow,0.723404255,1.044444444,47,3,engineer,10,1,0.340853065,0.486045195,-0.787673567,1.211874181,6647.746,0.242596882,-5715.857,567,0,0,3,4,3,1,other,1
0,2,7,software,highgrow,0,1.022222222,46,3,engineer,7,0,0.412735631,2.377630344,0.052907357,1.25056739,2177.995,0.009710789,225.784,217,15,0,3,4,3,0,both,3
0,2,3,software,highgrow,0.155555556,1.046511628,45,3,engineer,3,0,0.176471981,1.953055937,0.228086921,2.299887328,18115.411,0.01400094,5272.079,675,0,0,3,4,4,1,other,2
0,8,2,software,highgrow,0,1.032258065,32,3,engineer,16,0,0.269796409,1.377964725,0.106927575,1.022499672,2350.64,0.007896023,342.795,241,2,0,4,4,3,0,both,1
8,5,3,software,highgrow,0.106382979,0.959183673,47,3,engineer,3,0,0.791287816,5.345035697,-0.076671269,0.633002845,2916.049,0.017480127,-1348.532,637,0,0,3,4,4,2,both,3
0,4,5,software,highgrow,0,1.020833333,49,5,engineer,15,0,0.046321526,7.927142857,-0.007388719,1.089962679,700,0.000720851,-99,731,0,0,3,4,4,0,both,2
1,5,7,software,highgrow,0,1.185185185,32,3,engineer,0,0,0.437925966,0.739182121,0.134770023,1.31643743,4206,0.019942104,541,1305,1,0,3,3,4,1,both,1
0,7,5,software,highgrow,0.046511628,1,43,5,engineer,4,0,0.777654146,4.913330631,0.008276684,1.584346295,1586.039,0.021964563,108.082,378,1,0,3,3,4,0,both,3
2,3,2,software,highgrow,0.189189189,1.15625,37,5,engineer,3,0,0.402926668,1.016403753,-0.008048764,1.335796672,9605.302,0.012759779,56.226,2572,41,0,4,4,4,4,both,2
5,3,2,software,highgrow,0,1,33,3,engineer,3,0,0.206781465,1.096300121,0.126786888,1.077267257,6300.584,0.002602308,934.555,803,2,0,3,4,3,1,both,3
0,5,2,software,matured,0,1.022727273,45,3,engineer,11,0,0.671048492,6.284554455,0.06674887,1.140032616,1252.523,0.005528391,479.756,18,3,0,3,3,4,0,both,3
0,4,5,software,matured,0,1,34,3,engineer,13,0,0.290540541,64.99047619,-0.264361079,1.492345061,105,0.01992966,-1454,837,0,0,3,4,3,0,both,1
0,3,7,software,matured,0,1,35,3,engineer,7,0,0.652988615,3.281986693,0.017479318,1.14201471,904.337,0.014200703,56.256,1316,7,0,4,4,3,2,both,3
0,3,5,software,matured,0,1,49,4,engineer,13,0,0.356791936,3.806905425,0.086734315,1.339941761,1095.95,0.007316083,349.452,226,0,0,4,4,3,0,direct,1
0,6,2,software,matured,0,1,36,3,engineer,13,0,0.52075936,3.262895285,0.03398356,1.104948625,1473.872,0.006864084,144.623,357,10,0,4,3,4,0,both,2
0,2,5,software,matured,0,1.111111111,40,3,engineer,12,1,0.272385882,2.314941477,0.114542703,1.356714263,3881.718,0.000372915,1019.266,532,0,0,3,4,3,0,both,1
0,3,5,software,matured,0.533333333,1,45,3,engineer,2,0,0.68638824,1.794489851,0.130894819,0.778131357,1139.715,0.036195847,47.53,441,6,0,3,3,4,0,both,3
0,4,8,software,matured,0,1,35,5,engineer,8,0,0.611152846,2.536271415,0.032032032,0.896675005,2032.165,0.013233098,88.219,180,6,0,5,3,4,0,direct,2
0,1,5,software,matured,0,1.117647059,38,3,engineer,6,0,0.548256285,1.905826669,0.110987411,1.269813169,6127,0.035796866,1162,6428,3,0,4,3,4,1,both,1
6,4,6,software,matured,0.387755102,0.830508475,49,4,engineer,9,0,0.747787047,3.632513693,-0.02703336,1.184407213,1616.482,0.020958829,-238.472,189,10,0,3,4,3,2,both,3
0,3,5,software,matured,0,0.918367347,45,3,business,0,0,0.265235459,1.073328646,0.079754561,1.010762938,12150.763,0,1130.901,1053,4,0,4,3,3,3,both,2
40,5,6,telecommunication,founded,0.5,1,4,5,engineer,0,0,0.00867679,0.072210066,0.151515152,1,457,0.006060606,-128,184,3,0,3,4,2,1,both,2
0,8,7,telecommunication,founded,1,1,3,5,engineer,2,1,0.175675676,2.885245902,0.039772727,14.08,122,0,13,119,0,0,3,4,3,0,both,2
0,8,2,telecommunication,founded,0.444444444,1.125,9,4,engineer,28,0,0.891566265,12.01388889,0.028901734,1.896224978,144,0.005780347,40,301,0,0,3,4,4,0,both,2
0,4,1,telecommunication,growing,0.833333333,1,6,3,engineer,25,1,0.767607339,3.711403901,0.100463307,1,40.302,0.001129853,15.302,6,0,0,2,3,3,1,both,1
0,3,7,telecommunication,growing,0.285714286,2.333333333,7,2,business,15,0,0.652534562,2.408488064,0.109030837,4.245212448,377,0.005506608,97,90,0,0,3,3,2,3,both,2
0,6,5,telecommunication,growing,0.666666667,1,3,1,,23,2,0.774614134,4.732363547,0.03353674,1.674671884,162.235,0.006564594,33.742,57,2,0,3,4,4,1,direct,2
0,3,8,telecommunication,growing,1,1,2,3,engineer,20,1,0.922380336,14.73333333,0.04638009,1.039182869,60,0.012589805,39,100,0,0,5,4,2,0,5,2
0,6,3,telecommunication,growing,0.375,0.727272727,8,3,engineer,25,0,0.830090164,5.5080375,-0.232113913,0.455505195,127.465,0.005577696,-165.091,186,0,0,3,5,4,2,direct,3
0,7,3,telecommunication,growing,0.444444444,1.285714286,9,3,engineer,30,0,0.700218598,3.244307371,-0.08186379,1.366767734,432.533,0.013417233,84.807,82,5,0,4,4,3,1,both,3
0,6,2,telecommunication,growing,0.2,1.666666667,5,4,engineer,19.5,0,0.791560102,9.220858896,0.066533599,1.330088496,163,0.00332668,100,25,1,0,3,4,3,0,both,3
0,4,8,telecommunication,growing,0,0.8,4,4,engineer,8,0,1.397390564,-0.368276659,-9.441907246,0.237538397,-245.674,0.110272337,-859.585,79,14,0,4,4,2,2,both,3
3,3,7,telecommunication,growing,0.857142857,1,7,5,engineer,20,0,0.181607419,2.055712937,0.074873679,1.289691943,1059,0,148,123,2,0,5,5,1,1,both,2
20,2,7,telecommunication,highgrow,0,0.8,8,1,,2,0,0.712478436,12.862,0.039340694,75.25598268,500,0.01119577,186,0,0,0,3,3,3,0,both,1
0,7,3,telecommunication,highgrow,0.142857143,1.166666667,7,3,humanities,15,0,0.588524083,2.602444003,0.044491838,0.99736805,252.782,0.043479451,57.312,23,4,0,4,5,3,3,both,3
0,3,4,telecommunication,highgrow,0.25,1.333333333,8,1,,1,0,0.531562195,1.142591873,0.065096486,1.181976316,290.809,0.019246048,14.726,88,2,0,4,5,4,4,other,2
0,3,4,telecommunication,highgrow,0.444444444,1.125,9,3,naturalschience,10,0,0.627464794,4.087915819,0.042018473,0.776764053,1257.487,0.015594589,114.724,888,1,0,4,5,3,1,indirect,2
0,4,6,telecommunication,highgrow,0.142857143,1.166666667,7,4,engineer,20,0,0.488743024,2.236798361,0.096204239,1.319562436,1005.235,0.002276621,214.466,117,2,0,4,3,2,0,direct,3
0,6,3,telecommunication,highgrow,0.333333333,1.2,6,3,engineer,5,0,0.123182862,0.534904014,0.006525285,1.391512004,1146,0.012589805,14,30,1,0,2,2,2,1,indirect,2
0,4,7,telecommunication,highgrow,0.222222222,1,9,3,engineer,8,0,0.612295528,2.607118066,0.043204352,0.840855486,845.623,0.011603714,192.685,357,0,0,1,4,3,0,both,2
99,4,3,telecommunication,matured,0.25,1,4,3,engineer,0,1,0.830970943,7.522012579,0.031772575,1.240177178,477,0.021460424,74,200,0,0,3,4,3,0,direct,1
0,2,3,telecommunication,matured,0,0.8,4,3,engineer,15,0,0.593829468,2.777481501,0.025681476,1.017153233,213.389,0.011410802,7.72,77,5,0,2,4,2,2,both,3
0,2,3,telecommunication,matured,0.5,1,6,3,engineer,13,0,0.226249596,0.890362741,0.04487712,1.327374237,2928.229,0.00381254,126.985,6,11,0,3,5,3,4,indirect,2
0,8,1,telecommunication,matured,0,1.2,6,4,business,10,0,0.256721596,0.808051342,0.054151625,1.995677233,1714,0.001444043,81,30,0,0,2,2,3,0,both,3
30,4,8,telecommunication,matured,0.5,0.8,4,4,engineer,9,0,0.64382496,2.006381727,0.07563089,1.010655964,486.232,0.026922805,69.037,53,2,0,3,2,2,0,5,3
0,3,2,telecommunication,matured,0,0.75,6,1,,0,0,0.642996274,0.862354114,0.066481193,1.180176614,504.759,0.067225539,4.254,50,4,0,3,4,3,0,direct,2
0,3,1,telecommunication,matured,0.125,0.666666667,8,3,engineer,10,0,0.738912586,5.225403903,0.002233107,0.555085196,1060.341,0.017054673,-60.394,331,0,0,3,4,4,0,direct,3
0,3,4,telecommunication,ebb,0.166666667,1.5,6,3,engineer,15,0,1.270133714,-14.09649265,0.06010581,1.966664407,-104.951,0.010593866,77.403,189,1,0,4,5,2,2,both,2
0,4,7,telecommunication,founded,0.875,1,8,4,engineer,9,0,0.45631068,5,0.020238095,1.639088355,168,0.005952381,15,21,27,1,3,3,3,3,indirect,2
0,4,8,telecommunication,growing,0,1,2,3,engineer,5,0,0.822966507,2.405405405,0.011235955,1,37,0.012589805,1,60,0,0,4,5,5,3,direct,2
0,1,3,telecommunication,growing,0.333333333,1.2,6,1,,20,1,0.629881514,6.076911163,-0.015211692,0.850424264,464.874,0.004205313,92.251,376,1,0,2,3,4,0,direct,3
0,1,3,telecommunication,growing,0.333333333,0.9,9,3,engineer,20,0,0.238154611,6.363462468,-0.237697743,0.663789966,333.011,0.002721906,-424.537,200,1,0,1,3,3,0,direct,2
15,1,4,telecommunication,matured,0,0.666666667,2,3,naturalschience,5,0,0.59148013,0.897505609,0.061523637,0.72018092,1014.075,0.059005338,0.81,272,6,0,3,4,4,1,direct,1
0,6,4,telecommunication,growing,0.5,1.5,6,3,engineer,15,0,0.648832731,1.039205372,-1.131758273,0.72781037,250.935,0.016742531,1.199,330,6,0,3,3,3,3,5,2
0,4,7,telecommunication,growing,0.125,1,8,2,engineer,20,0,0.286865128,1.062006961,0.000795942,0.750509641,412.873,0.019173315,1.706,100,1,0,1,3,3,0,both,1
10,2,3,telecommunication,matured,0.142857143,1,7,4,business,16,0,0.611354147,0.938254183,0.054517909,1.066116618,389.743,0.05570748,29.811,305,1,0,4,4,3,2,both,2
0,2,4,telecommunication,matured,0.222222222,1.125,9,3,engineer,1,0,0.520004182,2.699117084,0.028380597,0.84252886,633.582,0.012924884,23.181,25,0,0,1,4,3,0,both,1
0,3,8,telecommunication,growing,0.333333333,3,6,3,other,0,0,0.508721225,3.48870861,-0.048311998,3.699463576,160.122,0.005477794,-4.641,69,2,0,5,5,3,0,direct,2
0,2,7,telecommunication,highgrow,0.428571429,1,7,2,humanities,3,0,0.565915194,3.81044835,0.003555822,0.83718796,296.621,0.006847988,53.384,181,3,0,4,4,4,1,both,2
0,3,7,telecommunication,matured,0.428571429,0.7,7,1,,20,1,0.363546149,1.845218011,0.217089892,1.009623271,1344.911,0.000776498,535.569,226,0,0,3,3,3,0,both,3
